name,clean_name,approvaldt,origin,diameter,center_lon,center_lat,type,code,approval,min_lon,max_lon,min_lat,max_lat,ethnicity,continent,quad_name,quad_code,link,x,y
Thaumasia Fossae,Thaumasia Fossae,1973/01/01,Classical albedo feature name.,996.182000000000016,268.951000000000022,-47.750300000000003,"Fossa, fossae",FO,Adopted by IAU,256.054399999999987,280.598200000000020,-56.436399999999999,-40.658700000000003,Greek,Europe,Thaumasia,mc25,http://planetarynames.wr.usgs.gov/Feature/5953,-91.0490000,-47.7503000
Argyre Cavi,Argyre Cavi,1991/01/01,Albedo name.,72.327699999999993,319.878399999999999,-48.307000000000002,"Cavus, cavi",CB,Adopted by IAU,319.108200000000011,320.589600000000019,-48.938600000000001,-47.735199999999999,Greek,Europe,Argyre,mc26,http://planetarynames.wr.usgs.gov/Feature/370,-40.1216000,-48.3070000
Argyre Planitia,Argyre Planitia,1973/01/01,Classical albedo feature name.,892.932999999999993,316.690200000000004,-49.840600000000002,"Planitia, planitiae",PL,Adopted by IAU,306.123199999999997,326.615900000000011,-57.291800000000002,-42.435899999999997,Greek,Europe,Argyre,mc26,http://planetarynames.wr.usgs.gov/Feature/371,-43.3098000,-49.8406000
Malea Patera,Malea Patera,2003/01/01,Classical albedo feature name.,241.605999999999995,51.585500000000003,-63.542800000000000,"Patera, paterae",PE,Adopted by IAU,48.178600000000003,55.529699999999998,-65.052400000000006,-61.167800000000000,Greek,Europe,Noachis,mc27,http://planetarynames.wr.usgs.gov/Feature/3604,51.5855000,-63.5428000
Nereidum Montes,Nereidum Montes,1973/01/01,Classical albedo feature name.,1142.579999999999927,316.788700000000006,-37.573200000000000,"Mons, montes",MO,Adopted by IAU,303.089499999999987,330.140100000000018,-48.661799999999999,-36.430799999999998,Greek,Europe,Argyre,mc26,http://planetarynames.wr.usgs.gov/Feature/4214,-43.2113000,-37.5732000
Peraea Mons,Peraea Mons,1991/01/01,Albedo feature name.,14.940400000000000,86.114400000000003,-31.078199999999999,"Mons, montes",MO,Adopted by IAU,85.998099999999994,86.396699999999996,-31.202400000000001,-30.970500000000001,Greek,Europe,Hellas,mc28,http://planetarynames.wr.usgs.gov/Feature/4651,86.1144000,-31.0782000
Octantis Cavi,Octantis Cavi,1991/01/01,Albedo name.,71.213999999999999,314.030100000000004,-52.572400000000002,"Cavus, cavi",CB,Adopted by IAU,313.584200000000010,314.624300000000005,-53.145899999999997,-51.964900000000000,Latin,Europe,Argyre,mc26,http://planetarynames.wr.usgs.gov/Feature/4398,-45.9699000,-52.5724000
Octantis Mons,Octantis Mons,1991/01/01,Albedo name.,19.085899999999999,317.147499999999980,-55.258800000000001,"Mons, montes",MO,Adopted by IAU,316.885499999999979,317.446399999999983,-55.359099999999998,-55.196399999999997,Latin,Europe,Argyre,mc26,http://planetarynames.wr.usgs.gov/Feature/4399,-42.8525000,-55.2588000
Ausonia Cavus,Ausonia Cavus,1991/01/01,Albedo feature Ausonia.,49.497500000000002,96.553600000000003,-31.920100000000001,"Cavus, cavi",CB,Adopted by IAU,96.135999999999996,96.916899999999998,-32.329700000000003,-31.505400000000002,Latin,Europe,Hellas,mc28,http://planetarynames.wr.usgs.gov/Feature/480,96.5536000,-31.9201000
Ausonia Mensa,Ausonia Mensa,1991/01/01,Albedo feature name.,102.515000000000001,97.720299999999995,-30.015599999999999,"Mensa, mensae",MN,Adopted by IAU,96.692700000000002,98.695099999999996,-30.550200000000000,-29.567799999999998,Latin,Europe,Hellas,mc28,http://planetarynames.wr.usgs.gov/Feature/481,97.7203000,-30.0156000
Axius Valles,Axius Valles,1979/01/01,Ancient European River (Vardar River of Greece).,435.946000000000026,70.724699999999999,-54.526499999999999,"Vallis, valles",VA,Adopted by IAU,65.399199999999993,74.769300000000001,-57.979300000000002,-51.031500000000001,Greek,Europe,Hellas,mc28,http://planetarynames.wr.usgs.gov/Feature/515,70.7247000,-54.5265000
Hadriacus Mons,Hadriacus Mons,2007/09/19,Classical albedo feature name.,450.000000000000000,91.856700000000004,-31.293800000000001,"Mons, montes",MO,Adopted by IAU,88.699799999999996,95.219600000000000,-35.091600000000000,-28.120799999999999,Latin,Europe,Hellas,mc28,http://planetarynames.wr.usgs.gov/Feature/14309,91.8567000,-31.2938000
Deva Vallis,Deva Vallis,1985/01/01,"Classical name for Dee River in Scotland; new position and coordinates.",53.651600000000002,203.133800000000008,-7.674300000000000,"Vallis, valles",VA,Adopted by IAU,202.681700000000006,203.585900000000009,-8.174200000000003,-7.304700000000000,Scotland,Europe,Memnonia,mc16,http://planetarynames.wr.usgs.gov/Feature/1511,-156.8662000,-7.6743000
Drava Valles,Drava Valles,1982/01/01,Modern river in Yugoslavia.,159.030000000000001,165.986899999999991,-48.864199999999997,"Vallis, valles",VA,Adopted by IAU,164.418200000000013,168.151700000000005,-50.395099999999999,-47.533799999999999,Yugoslavia,Europe,Eridania,mc29,http://planetarynames.wr.usgs.gov/Feature/1636,165.9869000,-48.8642000
Roddy,Roddy,2013/05/31,"David John; astrogeologist (1932-2002).",85.820999999999998,320.611300000000028,-21.645800000000001,"Crater, craters",AA,Adopted by IAU,319.887200000000007,321.335399999999993,-22.373400000000000,-20.918199999999999,United States,North America,Margaritifer Sinus,mc19,http://planetarynames.wr.usgs.gov/Feature/15118,-39.3887000,-21.6458000
Luba,Luba,2013/05/31,Town in the Republic of Equatorial Guinea.,38.326999999999998,323.003499999999974,-18.255800000000001,"Crater, craters",AA,Adopted by IAU,322.668499999999995,323.338599999999985,-18.580900000000000,-17.930800000000001,Republic of Equatorial Guinea,Africa,Margaritifer Sinus,mc19,http://planetarynames.wr.usgs.gov/Feature/15119,-36.9965000,-18.2558000
Eridania Scopulus,Eridania Scopulus,1979/01/01,Classical albedo feature name.,1017.659999999999968,141.794099999999986,-52.612699999999997,"Scopulus, scopuli",SC,Adopted by IAU,130.858000000000004,150.699399999999997,-58.121099999999998,-46.321500000000000,Latin,Europe,Eridania,mc29,http://planetarynames.wr.usgs.gov/Feature/1827,141.7941000,-52.6127000
Planum Chronium,Planum Chronium,1985/01/01,"From albedo feature at 58S, 90W.",576.378000000000043,139.497800000000012,-59.136200000000002,"Planum, plana",PM,Adopted by IAU,130.123199999999997,147.885199999999998,-63.344799999999999,-55.707299999999996,Greek,Europe,Eridania,mc29,http://planetarynames.wr.usgs.gov/Feature/4755,139.4978000,-59.1362000
Centauri Montes,Centauri Montes,1991/01/01,Albedo feature Centauri Lacus.,271.000000000000000,95.521900000000002,-38.671199999999999,"Mons, montes",MO,Adopted by IAU,94.480400000000003,97.796199999999999,-40.491100000000003,-36.115099999999998,Latin,Europe,Hellas,mc28,http://planetarynames.wr.usgs.gov/Feature/1100,95.5219000,-38.6712000
Kalba,Kalba,2013/06/03,Town in the United Arab Emirates.,14.148000000000000,154.832500000000010,-5.885200000000000,"Crater, craters",AA,Adopted by IAU,154.713400000000007,154.951600000000013,-6.005300000000000,-5.765200000000000,United Arab Emirates,Asia,Aeolis,mc23,http://planetarynames.wr.usgs.gov/Feature/15121,154.8325000,-5.8852000
Hellas Montes,Hellas Montes,1991/01/01,Albedo feature Hellas.,159.649000000000001,97.608699999999999,-37.634099999999997,"Mons, montes",MO,Adopted by IAU,95.757099999999994,99.070499999999996,-38.813699999999997,-36.570200000000000,Greek,Europe,Hellas,mc28,http://planetarynames.wr.usgs.gov/Feature/2431,97.6087000,-37.6341000
Hellas Planitia,Hellas Planitia,1973/01/01,Classical albedo feature name.,2299.159999999999854,70.502499999999998,-42.430100000000003,"Planitia, planitiae",PL,Adopted by IAU,45.582200000000000,96.117099999999994,-55.416699999999999,-27.863000000000000,Greek,Europe,Hellas,mc28,http://planetarynames.wr.usgs.gov/Feature/2432,70.5025000,-42.4301000
Argentea Planum,Argentea Planum,2003/01/01,Classical albedo feature name.,1370.640000000000100,298.334499999999991,-72.494399999999999,"Planum, plana",PM,Adopted by IAU,273.928899999999999,337.889900000000011,-81.788100000000000,-63.860599999999998,Latin,Europe,Mare Australe,mc30,http://planetarynames.wr.usgs.gov/Feature/364,-61.6655000,-72.4944000
Parva Planum,Parva Planum,2003/01/01,Classical albedo feature name.,1027.319999999999936,264.928999999999974,-73.668899999999994,"Planum, plana",PM,Adopted by IAU,232.363200000000006,276.963300000000004,-80.093199999999996,-64.498400000000004,Latin,Europe,Mare Australe,mc30,http://planetarynames.wr.usgs.gov/Feature/4597,-95.0710000,-73.6689000
Muara,Muara,2013/05/06,Town in Brunei.,3.826000000000000,340.686199999999985,24.321300000000001,"Crater, craters",AA,Adopted by IAU,340.652199999999993,340.720199999999977,24.288900000000002,24.353800000000000,Brunei,Asia,Oxia Palus,mc11,http://planetarynames.wr.usgs.gov/Feature/15115,-19.3138000,24.3213000
Gunjur,Gunjur,2013/06/03,Town in the Republic of Gambia.,26.847999999999999,146.663099999999986,-0.168900000000000,"Crater, craters",AA,Adopted by IAU,146.437500000000000,146.888599999999997,-0.396700000000000,0.058900000000000,Gambia,Africa,Aeolis,mc23,http://planetarynames.wr.usgs.gov/Feature/15120,146.6631000,-0.1689000
Australe Scopuli,Australe Scopuli,2006/01/01,Classical albedo feature name.,504.577999999999975,247.062299999999993,-83.476799999999997,"Scopulus, scopuli",SC,Adopted by IAU,202.121199999999988,277.707499999999982,-86.226200000000006,-79.189099999999996,Latin,Europe,Mare Australe,mc30,http://planetarynames.wr.usgs.gov/Feature/487,-112.9377000,-83.4768000
Neves,Neves,2013/06/03,Town in the Republic of Sao Tome and Principe.,22.134000000000000,151.307700000000011,-3.392700000000000,"Crater, craters",AA,Adopted by IAU,151.131499999999988,151.483900000000006,-3.580500000000000,-3.204900000000000,Republic of Sao Tome and Principe,Africa,Aeolis,mc23,http://planetarynames.wr.usgs.gov/Feature/15122,151.3077000,-3.3927000
Obock,Obock,2013/06/03,Town in the Republic of Djibouti.,14.451000000000001,150.527500000000003,-2.007400000000000,"Crater, craters",AA,Adopted by IAU,150.404799999999994,150.650200000000012,-2.126000000000000,-1.888800000000000,Republic of Djibouti,Africa,Aeolis,mc23,http://planetarynames.wr.usgs.gov/Feature/15123,150.5275000,-2.0074000
Quthing,Quthing,2013/06/03,Town in Lesotho.,15.587000000000000,149.285599999999988,0.398900000000000,"Crater, craters",AA,Adopted by IAU,149.153300000000002,149.417900000000003,0.272000000000000,0.525900000000000,Lesotho,Africa,Elysium,mc15,http://planetarynames.wr.usgs.gov/Feature/15124,149.2856000,0.3989000
Wafra,Wafra,2013/06/03,Town in Kuwait.,30.195000000000000,148.538999999999987,4.246900000000000,"Crater, craters",AA,Adopted by IAU,148.288600000000002,148.789400000000001,3.990700000000000,4.503100000000000,Kuwait,Asia,Elysium,mc15,http://planetarynames.wr.usgs.gov/Feature/15126,148.5390000,4.2469000
Tarrafal,Tarrafal,2013/05/06,Town in Cape Verde.,4.893000000000000,340.817200000000014,24.264299999999999,"Crater, craters",AA,Adopted by IAU,340.771700000000010,340.862700000000018,24.225100000000001,24.303500000000000,Cape Verde,Africa,Oxia Palus,mc11,http://planetarynames.wr.usgs.gov/Feature/15116,-19.1828000,24.2643000
Dorsa Argentea,Dorsa Argentea,1976/01/01,Classical albedo feature name.,339.264000000000010,326.612799999999993,-77.628500000000003,"Dorsum, dorsa",DO,Adopted by IAU,315.960199999999986,338.478000000000009,-79.183700000000002,-75.334900000000005,Latin,Europe,Mare Australe,mc30,http://planetarynames.wr.usgs.gov/Feature/1588,-33.3872000,-77.6285000
Asau,Asau,2013/06/03,Village in Tuvalu.,25.050000000000001,154.680499999999995,-3.630300000000000,"Crater, craters",AA,Adopted by IAU,154.467500000000001,154.893499999999989,-3.830700000000000,-3.429900000000000,Tuvalu,Oceania,Aeolis,mc23,http://planetarynames.wr.usgs.gov/Feature/15125,154.6805000,-3.6303000
Farah Vallis,Farah Vallis,2013/04/03,River in Afghanistan.,76.373000000000005,136.795999999999992,-6.030100000000000,"Vallis, valles",VA,Adopted by IAU,136.510300000000001,136.993699999999990,-6.494300000000000,-5.491800000000000,Afghanistan,Asia,Aeolis,mc23,http://planetarynames.wr.usgs.gov/Feature/15109,136.7960000,-6.0301000
Ariadnes Colles,Ariadnes Colles,1982/01/01,Classical albedo feature name.,188.006000000000000,172.775399999999991,-34.497799999999998,"Collis, colles",CO,Adopted by IAU,170.974600000000009,174.806700000000006,-36.129199999999997,-33.200800000000001,Greek,Europe,Eridania,mc29,http://planetarynames.wr.usgs.gov/Feature/375,172.7754000,-34.4978000
Australe Lingula,Australe Lingula,2006/01/01,Classical albedo feature name.,436.331000000000017,68.559299999999993,-84.052700000000002,"Lingula, lingulae",LN,Adopted by IAU,28.396899999999999,95.499200000000002,-87.643500000000003,-80.186899999999994,Latin,Europe,Mare Australe,mc30,http://planetarynames.wr.usgs.gov/Feature/484,68.5593000,-84.0527000
Chronius Mons,Chronius Mons,2006/09/13,Classical albedo feature name.,56.143799999999999,178.012400000000014,-61.493499999999997,"Mons, montes",MO,Adopted by IAU,177.207699999999988,178.738400000000013,-61.962299999999999,-61.024299999999997,Greek,Europe,Eridania,mc29,http://planetarynames.wr.usgs.gov/Feature/14180,178.0124000,-61.4935000
Eridania Planitia,Eridania Planitia,2010/09/22,Classical albedo feature name.,1062.130000000000109,122.214500000000001,-38.148499999999999,"Planitia, planitiae",PL,Adopted by IAU,111.027100000000004,133.123199999999997,-43.969799999999999,-32.646200000000000,Latin,Europe,Eridania,mc29,http://planetarynames.wr.usgs.gov/Feature/14779,122.2145000,-38.1485000
Promethei Planum,Promethei Planum,2003/01/01,Classical albedo feature name.,831.284999999999968,88.360200000000006,-79.184100000000001,"Planum, plana",PM,Adopted by IAU,44.119799999999998,127.881299999999996,-85.403800000000004,-75.819100000000006,Greek,Europe,Mare Australe,mc30,http://planetarynames.wr.usgs.gov/Feature/4832,88.3602000,-79.1841000
Avernus Rupes,Avernus Rupes,1985/01/01,"From albedo feature Avernus at 10S, 195W.",223.319999999999993,172.795700000000011,-9.195399999999999,"Rupes, rupēs",RU,Adopted by IAU,172.647199999999998,173.676400000000001,-10.848300000000000,-7.470400000000000,Latin,Europe,Aeolis,mc23,http://planetarynames.wr.usgs.gov/Feature/506,172.7957000,-9.1954000
Promethei Lingula,Promethei Lingula,2006/01/01,Classical albedo feature name.,571.626999999999953,119.891999999999996,-82.796899999999994,"Lingula, lingulae",LN,Adopted by IAU,92.861500000000007,164.607400000000013,-87.502499999999998,-78.205900000000000,Greek,Europe,Mare Australe,mc30,http://planetarynames.wr.usgs.gov/Feature/4831,119.8920000,-82.7969000
Australe Sulci,Australe Sulci,2006/01/01,Classical albedo feature name.,357.908000000000015,133.062000000000012,-84.985900000000001,"Sulcus, sulci",SU,Adopted by IAU,118.460999999999999,168.193800000000010,-87.298000000000002,-82.418899999999994,Latin,Europe,Mare Australe,mc30,http://planetarynames.wr.usgs.gov/Feature/488,133.0620000,-84.9859000
Thyles Montes,Thyles Montes,2006/09/13,Classical albedo feature name.,380.000000000000000,126.537899999999993,-69.879800000000003,"Mons, montes",MO,Adopted by IAU,119.166899999999998,136.054200000000009,-73.079700000000003,-67.493899999999996,Greek,Europe,Mare Australe,mc30,http://planetarynames.wr.usgs.gov/Feature/14179,126.5379000,-69.8798000
Claritas Rupes,Claritas Rupes,1991/01/01,"From albedo feature at 25S, 110W.",952.875000000000000,254.739299999999986,-25.036999999999999,"Rupes, rupēs",RU,Adopted by IAU,252.699299999999994,256.196000000000026,-32.616999999999997,-17.501700000000000,Latin,Europe,Phoenicis Lacus,mc17,http://planetarynames.wr.usgs.gov/Feature/1231,-105.2607000,-25.0370000
Cavi Angusti,Cavi Angusti,1976/01/01,Classical albedo feature name.,640.037000000000035,285.252700000000004,-78.163600000000002,"Cavus, cavi",CB,Adopted by IAU,251.874300000000005,309.962499999999977,-83.167400000000001,-72.591499999999996,Greek,Europe,Mare Australe,mc30,http://planetarynames.wr.usgs.gov/Feature/1088,-74.7473000,-78.1636000
Chasma Australe,Chasma Australe,1973/01/01,Classical albedo feature name.,352.608000000000004,95.031499999999994,-82.354600000000005,"Chasma, chasmata",CM,Adopted by IAU,79.044399999999996,102.534700000000001,-85.863900000000001,-80.044499999999999,Latin,Europe,Mare Australe,mc30,http://planetarynames.wr.usgs.gov/Feature/1160,95.0315000,-82.3546000
Planum Angustum,Planum Angustum,1988/01/01,Classical albedo feature name.,206.409999999999997,276.797500000000014,-79.800700000000006,"Planum, plana",PM,Adopted by IAU,266.261199999999974,286.935299999999984,-80.980099999999993,-78.441699999999997,Roman,Europe,Mare Australe,mc30,http://planetarynames.wr.usgs.gov/Feature/4752,-83.2025000,-79.8007000
Aonia Terra,Aonia Terra,1979/01/01,Classical albedo feature name.,3873.480000000000018,262.954700000000003,-60.203400000000002,"Terra, terrae",TA,Adopted by IAU,197.121000000000009,299.749099999999999,-80.543099999999995,-30.796399999999998,Latin,Europe,Thaumasia,mc25,http://planetarynames.wr.usgs.gov/Feature/311,-97.0453000,-60.2034000
Promethei Chasma,Promethei Chasma,2006/01/01,Classical albedo feature name.,295.279999999999973,141.385500000000008,-82.664000000000001,"Chasma, chasmata",CM,Adopted by IAU,131.237300000000005,157.207799999999992,-84.556899999999999,-80.662400000000005,Greek,Europe,Mare Australe,mc30,http://planetarynames.wr.usgs.gov/Feature/4830,141.3855000,-82.6640000
Sirenum Fossae,Sirenum Fossae,1973/01/01,Classical albedo feature name.,2731.210000000000036,197.261799999999994,-35.573900000000002,"Fossa, fossae",FO,Adopted by IAU,172.038999999999987,223.615199999999987,-39.671599999999998,-23.289899999999999,Greek,Europe,Phaethontis,mc24,http://planetarynames.wr.usgs.gov/Feature/5575,-162.7382000,-35.5739000
Euripus Mons,Euripus Mons,2003/01/01,Albedo feature name.,88.913499999999999,105.183499999999995,-44.823000000000000,"Mons, montes",MO,Adopted by IAU,104.112700000000004,106.207599999999999,-45.441200000000002,-44.218400000000003,Greek,Europe,Hellas,mc28,http://planetarynames.wr.usgs.gov/Feature/1873,105.1835000,-44.8230000
Ultimum Chasma,Ultimum Chasma,2006/01/01,Classical albedo feature name.,322.088000000000022,151.367700000000013,-81.097200000000001,"Chasma, chasmata",CM,Adopted by IAU,133.065699999999993,167.918800000000005,-82.924800000000005,-80.227400000000003,Greek,Europe,Mare Australe,mc30,http://planetarynames.wr.usgs.gov/Feature/6205,151.3677000,-81.0972000
Sisyphi Montes,Sisyphi Montes,1985/01/01,"From albedo feature at 67S, 348W.",200.000000000000000,13.079700000000001,-69.653499999999994,"Mons, montes",MO,Adopted by IAU,10.489300000000000,17.210899999999999,-71.248999999999995,-68.314400000000006,Greek,Europe,Mare Australe,mc30,http://planetarynames.wr.usgs.gov/Feature/5580,13.0797000,-69.6535000
